"acct_id","acct_type","cust_id","bal_boy"
"56170109",c,2597,5546.17
"53591550",c,2598,8035.40
"70863039",c,2600,24627.96
"14956282",c,2601,37643.82
"78160918",c,2603,37051.03
"81084779",c,2604,7843.33
"31654151",c,2605,6847.22
"60931147",c,2607,17294.45
"89484078",c,2608,7243.71
"55867153",c,2609,4344.87
"52027717",c,2610,7775.59
"44698078",c,2611,27940.50
"42833513",c,2612,4312.55
"16073886",c,2614,6255.48
"28115898",c,2615,7718.97
"23459611",c,2616,13771.72
"61364451",c,2617,34796.90
"21891473",c,2618,7477.69
"37106979",c,2619,4869.14
"69946881",c,2620,26722.57
"64814248",c,2621,38530.81
"65447512",c,2622,33453.34
"49463469",c,2623,9054.86
"21974484",c,2624,32727.20
"71230399",c,2625,24033.34
"72043680",c,2626,7775.28
"89532167",c,2627,29032.79
"74171890",c,2628,7495.10
"12710162",c,2630,6251.91
"87406714",c,2631,30065.91
"57757849",c,2632,17789.94
"68221684",c,3036,15992.26
"74919702",c,3037,5202.79
"25620938",c,3038,28926.79
"92114161",c,3039,33386.08
"45465778",c,3040,34358.24
"35894127",c,3510,13097.07
"73906178",c,3511,22791.66
"93561250",c,3512,9337.94
"94233404",c,3513,6299.03
"89539491",c,2633,7665.91
"45344773",c,2634,31900.89
"44111370",c,2636,36780.55
"85436801",c,2637,6027.03
"71007693",c,2638,15456.36
"77661505",c,2639,9775.79
"48866659",c,2640,8506.51
"44423976",c,2641,28842.04
"15247580",c,2642,7880.15
"17670394",c,2644,6209.85
"43088357",c,2647,36678.63
"99120025",c,2648,30552.62
"41291115",c,2649,5873.18
"48593785",c,2650,28010.50
"48083262",c,2651,6082.75
"31767340",c,2652,3554.82
"19791366",c,2653,14704.82
"97406498",c,2654,35982.94
"75410400",c,2655,37399.96
"17034325",c,2656,10350.70
"77228462",c,2657,30016.17
"15761870",c,2658,8183.22
"89544889",c,2659,16224.19
"27059232",c,2660,29403.72
"71874208",c,2661,8537.33
"58572807",c,2662,35971.19
"22180525",c,2663,29895.63
"47058239",c,2664,31875.12
"13333265",c,2665,13413.65
"78165596",c,2667,23427.89
"72048347",c,2668,7004.35
"11632416",c,2669,7736.04
"20112498",c,2670,7225.62
"21013934",c,2672,26127.30
"59599128",c,2673,7457.55
"55045098",c,2674,14252.92
"16750204",c,2675,37155.33
"80760713",c,2676,28293.30
"87189400",c,2677,27634.57
"65825860",c,2678,31940.12
"38015384",c,2679,29631.70
"66696548",c,2680,28944.55
"19105129",c,2681,12095.93
"18387689",c,2682,18933.22
"48406143",c,2683,6044.75
"50600138",c,2684,9536.65
"62823332",c,2686,16072.85
"14326053",c,2687,7675.05
"18906906",c,2688,27000.76
"77972674",c,2689,25416.93
"76905906",c,2690,7943.87
"58397898",c,2691,22391.21
"24038156",c,2692,14384.85
"65944926",c,2693,15676.32
"43986335",c,2694,5788.68
"12204398",c,2695,7787.64
"35216895",c,2696,5558.64
"30038376",c,2698,8458.00
"71721553",c,2699,10375.26
"85057830",c,2700,5151.75
"84334268",c,2701,11206.41
"23771651",c,2702,10917.41
"29572036",c,2703,31782.88
"23165589",c,2704,16583.43
"92602128",c,2705,36537.70
"68545867",c,2706,6510.22
"83305320",c,2707,4628.30
"25829447",c,2708,33213.73
"66321820",c,2710,34263.77
"93573323",c,2711,21643.89
"70316396",c,2712,23504.17
"48881190",c,3592,13056.44
"52733946",c,2713,29551.13
"42290954",c,2714,4422.99
"78706922",c,2716,30534.85
"49149937",c,2717,27916.91
"62078353",c,2718,9923.61
"89103778",c,2719,24227.98
"25058498",c,2721,20796.27
"46068379",c,2722,29434.48
"83449797",c,2723,12070.88
"86636465",c,2725,8176.03
"98658052",c,2726,12506.17
"69559444",c,2727,29385.13
"21104268",c,2728,5508.96
"48395353",c,2729,3634.68
"22285896",c,2730,5525.14
"21607964",c,2731,7647.88
"24542787",c,2732,35868.18
"53873981",c,2733,5834.68
"14508400",c,2734,11595.12
"87757453",c,2735,8894.35
"53068548",c,2736,14580.54
"31747100",c,2737,26456.79
"40325008",c,2738,27574.83
"37384159",c,2739,15403.14
"26165076",c,2740,10332.95
"66196525",c,2741,18259.85
"95696545",c,2743,29324.11
"52300092",c,2744,7980.08
"76675334",c,2746,6138.89
"86402449",c,2747,22907.77
"89456039",c,2748,8126.57
"98290380",c,2749,7185.08
"21137935",c,2750,15655.89
"76679649",c,2751,22877.54
"16615175",c,2752,20732.10
"90745364",c,2753,9012.89
"27440958",c,2754,6457.46
"66896544",c,2755,23751.17
"60721520",c,2756,8081.51
"18120061",c,2758,21393.29
"51014273",c,2759,26412.01
"90275162",c,2760,15961.33
"56699623",c,2761,33283.50
"76070758",c,2762,7710.74
"87137250",c,2763,7868.48
"24356653",c,2764,6549.26
"33904485",c,2766,27507.51
"15222119",c,2767,27662.70
"60888771",c,2768,32799.05
"37878225",c,2769,7429.21
"16529438",c,2770,5953.37
"75175922",c,2771,6455.92
"99706110",c,2772,8059.70
"75888287",c,2773,2177.28
"80177927",c,2774,9453.99
"31206649",c,2775,30981.30
"98697414",c,2776,9520.70
"55174302",c,2777,14567.98
"72474909",c,2778,11785.24
"76208390",c,2779,29112.19
"25140879",c,2780,4891.70
"90619995",c,2781,25961.42
"93811108",c,2782,5578.50
"63662292",c,2783,3793.47
"79150886",c,2784,8255.87
"29151023",c,2785,15866.47
"58092187",c,2786,12486.10
"97704823",c,2787,2942.13
"53684985",c,2788,4502.05
"27090447",c,2789,5922.97
"48933259",c,2790,30880.79
"34930451",c,2794,9352.71
"74644143",c,2795,4102.80
"83944361",c,2796,17082.38
"64964748",c,2797,33790.02
"91221926",c,2798,16807.06
"29572399",c,2800,22014.97
"51703906",c,2802,12515.65
"77519174",c,2803,34553.92
"98902980",c,2804,14901.42
"45010131",c,2805,37826.57
"91778370",c,2806,10878.15
"22086881",c,2807,13138.54
"22654345",c,2808,7844.23
"75650143",c,2809,30338.45
"51845476",c,2810,11749.12
"20071068",c,2811,7587.83
"22003367",c,2812,8597.43
"23010513",c,2814,24152.13
"11976879",c,2815,7041.55
"68172465",c,2816,34334.87
"44629085",c,2818,34730.86
"89122239",c,2819,7578.73
"88229748",c,2820,28325.14
"53555162",c,2821,7521.85
"15542435",c,2822,15292.10
"87331451",c,2823,23936.70
"72348924",c,2824,6077.92
"47526504",c,2825,38106.43
"80745290",c,2826,28819.55
"94327777",c,2827,27373.51
"83758934",c,2828,12961.49
"67045430",c,2829,13688.46
"61887675",c,2830,5626.15
"58371843",c,2831,8410.86
"34296157",c,2832,6911.34
"84510493",c,2833,8803.31
"50451113",c,2834,29686.93
"54855623",c,2835,37733.12
"76022661",c,2837,6705.87
"88214551",c,2838,4454.42
"69043400",c,2839,24760.57
"30759449",c,2840,17174.26
"89923631",c,2841,8357.03
"31210567",c,2843,4904.51
"46998165",c,2844,4352.52
"77237406",c,2846,15799.22
"89238988",c,2847,25892.82
"65830967",c,2848,6623.26
"40772799",c,2849,14283.81
"71831472",c,2850,17193.26
"52205021",c,2851,29513.71
"75392788",c,2852,4696.36
"15673211",c,2853,34093.85
"89311944",c,2854,16011.56
"10619637",c,2855,9777.87
"52189008",c,2856,35907.62
"83533164",c,2857,10531.67
"84817175",c,2858,8494.21
"98610224",c,2859,30642.61
"81525053",c,2860,26962.15
"52733907",c,2861,5887.52
"94616326",c,2862,10367.11
"16523567",c,2863,28015.54
"74356428",c,2864,8861.27
"52248475",c,2865,38169.28
"54950593",c,2866,6951.67
"37422537",c,2867,5519.25
"47608735",c,2868,5805.79
"47811776",c,2870,24835.61
"78174307",c,2871,8441.96
"14279682",c,2872,4622.00
"96657176",c,2876,31784.44
"56160429",c,2877,5586.29
"44368279",c,2879,32642.19
"64741389",c,2880,17112.98
"43203819",c,2881,20701.35
"14787248",c,2882,33888.83
"68192140",c,2883,8460.47
"82814365",c,2884,25573.53
"16111118",c,2885,36234.30
"80251646",c,2886,6783.59
"96294069",c,2887,5097.16
"86356987",c,2888,33921.79
"31355231",c,2889,10706.04
"14620166",c,2890,4358.80
"28499137",c,2891,20596.49
"81206544",c,2892,7501.75
"10546797",c,2893,8537.34
"94611164",c,2894,18898.26
"33893786",c,2895,29931.37
"16744289",c,2897,5704.27
"95792012",c,2898,5286.74
"97697594",c,2899,7645.83
"71323228",c,2900,34097.92
"45241353",c,2901,15921.75
"85695252",c,2902,32199.45
"23418294",c,2904,7664.76
"72101175",c,2906,11697.78
"41695272",c,2907,35576.81
"82434269",c,2908,8647.80
"61120830",c,2909,4728.07
"15607135",c,2910,20326.17
"13819449",c,2912,15344.63
"14530714",c,2913,6191.08
"36203863",c,2914,11311.80
"93644700",c,2915,5448.77
"55882899",c,2916,16829.27
"70227787",c,2917,16207.79
"42747832",c,2918,1929.70
"61008643",c,2919,29812.02
"98834188",c,2920,7300.34
"47226626",c,2921,8882.64
"33177526",c,2923,20475.06
"31889262",c,2924,7499.93
"41412533",c,2925,9785.51
"57257396",c,2926,4044.21
"43769075",c,2927,10104.98
"57874765",c,2928,8284.84
"41782681",c,2929,13121.35
"52252961",c,2930,25310.85
"98506085",c,2931,9333.31
"59670685",c,2932,5851.27
"65108955",c,2933,33945.32
"26554376",c,2935,6440.64
"59927802",c,2936,4527.70
"40924396",c,2937,32785.75
"21431639",c,2938,22132.29
"66458486",c,2939,16077.32
"71975918",c,2940,35828.63
"65461939",c,2942,12654.42
"89846613",c,2943,36460.73
"45847875",c,2944,7220.65
"56167981",c,2945,30762.00
"69717744",c,2946,11888.70
"79407452",c,2947,8627.08
"91425081",c,2948,7768.53
"25528887",c,2949,4642.30
"28263145",c,2950,9281.13
"40480126",c,2951,21891.44
"17059027",c,2952,9282.69
"65187937",c,2953,34937.34
"63774473",c,2954,18848.33
"60072314",c,2955,8843.31
"48163962",c,2957,7559.57
"84273717",c,2958,8741.08
"23276038",c,2959,28335.79
"23704023",c,2961,24562.68
"97842404",c,2962,6470.18
"84610043",c,2963,24282.15
"84864643",c,2964,6735.62
"27150533",c,2965,13245.71
"31141812",c,2966,7673.11
"72920041",c,2967,33633.98
"67959562",c,2969,17995.22
"48349524",c,2971,16232.36
"93515718",c,2972,6087.84
"28920003",c,2973,28823.38
"43220540",c,2974,11183.30
"76395153",c,2975,31986.54
"77742018",c,2976,37739.79
"17127923",c,2977,7094.46
"94540657",c,2978,5075.45
"14960608",c,2979,25033.48
"51333509",c,2980,26915.17
"70498811",c,2981,31055.39
"57566323",c,2982,23938.68
"70026267",c,2983,21793.38
"37918399",c,2984,9599.74
"29204188",c,2985,6646.75
"60256584",c,2986,34027.85
"72355390",c,2987,34400.97
"15722876",c,2988,11386.16
"39329288",c,2989,20619.28
"38905625",c,2990,6174.18
"85094565",c,2991,8872.89
"20699908",c,2992,33148.74
"13073552",c,2993,13806.06
"14791105",c,2994,6869.31
"65501178",c,2996,4870.89
"81357607",c,2997,20087.77
"92981552",c,2998,6789.27
"58556472",c,2999,24517.44
"34485872",c,3000,25631.79
"51867082",c,3001,5830.86
"38175401",c,3002,27949.57
"82325783",c,3003,6955.07
"84562663",c,3005,18828.74
"64717154",c,3006,6682.65
"12456922",c,3007,11690.03
"50098155",c,3008,8797.94
"99435627",c,3009,8434.79
"73454296",c,3011,6139.55
"18802497",c,3012,19573.62
"32836479",c,3013,11202.02
"46145324",c,3014,7770.28
"20618913",c,3016,4435.19
"53775565",c,3017,10176.77
"91588333",c,3018,5401.06
"48530583",c,3019,35815.25
"67979018",c,3020,8390.61
"44722883",c,3021,24133.61
"27844974",c,3022,31787.94
"27542290",c,3023,18771.42
"97048085",c,3025,5734.26
"23865857",c,3026,3905.75
"20666601",c,3027,26218.99
"63048932",c,3028,9561.41
"99928175",c,3029,26944.96
"69337593",c,3030,7991.56
"50918393",c,3031,22367.49
"17134886",c,3032,5192.56
"32939981",c,3034,3238.30
"18707235",c,3041,23875.12
"27941182",c,3042,12316.98
"89301555",c,3043,8091.44
"71568998",c,3045,15861.17
"64123197",c,3046,24625.37
"42482983",c,3047,8124.40
"90989914",c,3048,8162.31
"21248278",c,3049,5467.35
"63326217",c,3050,18190.12
"98643580",c,3051,13623.90
"70299998",c,3052,24406.24
"23638419",c,3053,6391.00
"77486560",c,3054,9656.49
"42594717",c,3055,37754.51
"52602349",c,3056,7260.19
"63489015",c,3057,5473.50
"50982450",c,3058,30253.80
"87451508",c,3059,18804.34
"87877667",c,3060,10682.21
"75276867",c,3061,28879.19
"89933576",c,3062,11291.00
"15979330",c,3063,15845.94
"81633357",c,3064,30010.12
"58506694",c,3065,18268.32
"15266355",c,3066,22321.50
"77336451",c,3067,5501.66
"28504755",c,3068,21311.81
"35446117",c,3069,15611.48
"87433413",c,3070,8572.30
"13427592",c,3071,36794.48
"93396519",c,3072,6105.83
"92577062",c,3073,8986.74
"27094803",c,3074,5860.71
"18850529",c,3075,26327.03
"15507738",c,3076,29535.51
"68604538",c,3077,4242.18
"24924809",c,3078,5067.62
"18957218",c,3079,33930.01
"27380581",c,3080,10221.62
"16153440",c,3081,11382.85
"70275974",c,3082,8546.19
"82849528",c,3083,6765.30
"10604701",c,3085,8340.43
"61787978",c,3086,37428.78
"14487784",c,3087,10169.47
"73988607",c,3089,7743.81
"57538868",c,3090,9066.55
"62703838",c,3091,9791.85
"83151732",c,3092,8707.65
"14862409",c,3094,17810.94
"66910448",c,3095,7630.21
"68044125",c,3097,9749.38
"55497878",c,3098,24316.45
"59502979",c,3099,6420.01
"21492451",c,3100,36774.35
"76624926",c,3102,8823.04
"54026320",c,3103,6392.06
"89048768",c,3104,5101.57
"38794494",c,3106,19875.86
"42388554",c,3107,6303.42
"67917750",c,3108,31507.57
"66914306",c,3109,7868.95
"78362417",c,3111,5907.06
"54519005",c,3113,6824.36
"51397243",c,3114,8886.51
"90966927",c,3116,12016.66
"22436490",c,3118,4433.81
"67099846",c,3119,30914.28
"26244605",c,3120,34454.24
"12897919",c,3593,22802.88
"58718254",c,3594,29737.86
"91282339",c,3595,18999.01
"87411144",c,3596,16156.73
"55041383",c,3597,18583.40
"95948687",c,3751,10092.60
"94884813",c,3752,32587.87
"66600651",c,3121,4379.59
"44255070",c,3123,7602.39
"63765150",c,3124,7772.45
"16608216",c,3125,7112.84
"63765702",c,3126,9407.23
"98885461",c,3127,7035.29
"75347353",c,3128,33293.64
"49274882",c,3129,12808.59
"28506815",c,3130,24232.85
"71323966",c,3131,26272.18
"13982777",c,3133,8033.93
"76556819",c,3134,7423.92
"83190159",c,3135,13491.59
"26301584",c,3136,14420.55
"62612941",c,3137,31111.47
"33173202",c,3138,18160.91
"67332432",c,3140,4078.38
"16680690",c,3141,17276.31
"69204743",c,3142,19141.02
"48109968",c,3145,6464.68
"15182947",c,3146,16097.07
"29685069",c,3147,6757.11
"21562720",c,3148,15149.96
"32646465",c,3149,20994.41
"80457051",c,3150,14198.69
"90516608",c,3151,37382.72
"66691438",c,3153,9341.42
"97326817",c,3154,3475.08
"66408239",c,3155,27783.38
"96506044",c,3156,4922.88
"72432253",c,3158,5908.71
"76301359",c,3159,13179.25
"89470805",c,3160,12278.84
"98318740",c,3161,7219.97
"19175585",c,3163,21245.35
"28649752",c,3164,10588.06
"69570406",c,3165,26652.14
"71670708",c,3167,34036.74
"43345379",c,3168,7366.65
"28655949",c,3169,8307.74
"85151081",c,3170,9065.17
"42979045",c,3172,6268.40
"20703292",c,3173,8168.20
"93687163",c,3174,37359.08
"93853934",c,3175,11798.95
"58171108",c,3176,25014.39
"50517441",c,3177,32329.57
"58146767",c,3178,28004.47
"88253448",c,3179,4871.99
"22703293",c,3180,2984.58
"69460235",c,3181,34863.26
"29872737",c,3182,31996.78
"59104177",c,3183,7839.79
"15590192",c,3184,15114.32
"35536082",c,3185,3880.25
"75352370",c,3186,4942.11
"47011556",c,3187,26062.89
"19332268",c,3188,9056.21
"30020705",c,3189,6883.90
"11520793",c,3190,26071.26
"92356990",c,3191,9683.87
"78118749",c,3192,7811.72
"59965448",c,3193,9631.58
"89722456",c,3194,10204.78
"11538509",c,3195,24024.21
"45904935",c,3196,21570.15
"61682602",c,3198,4397.64
"88361894",c,3200,6035.86
"51597683",c,3836,36176.69
"86378358",c,3837,20347.96
"63095392",c,3916,33718.31
"18062826",c,3917,22527.62
"51121983",c,3918,32072.57
"39176587",c,3919,25474.39
"92368530",c,3999,5320.22
"23715982",c,4000,9532.26
"61281426",c,4233,24791.33
"16826033",c,3201,9231.11
"25039193",c,3202,6369.26
"92749177",c,3203,19355.94
"66615421",c,3204,10563.34
"38640025",c,3205,8578.75
"45820026",c,3206,6680.42
"49550316",c,3208,6749.53
"76975886",c,3209,12045.68
"24147402",c,3210,33763.84
"45137648",c,3211,9287.11
"92737962",c,3212,5336.28
"77625757",c,3213,8352.40
"57269894",c,3214,8433.66
"91462512",c,3215,8337.21
"50270097",c,3216,14180.50
"47074755",c,3218,9589.15
"77934596",c,3219,35325.36
"17073636",c,3220,7105.49
"66187142",c,3221,7005.98
"78836484",c,3222,8127.77
"28614165",c,3223,5646.34
"31032608",c,3224,11614.83
"14854549",c,3225,21813.15
"94989223",c,3226,8051.32
"94714757",c,3227,2965.48
"96310855",c,3228,8877.25
"28963738",c,3229,17707.19
"27131724",c,3230,8589.95
"63974909",c,3231,19447.16
"16610965",c,3232,26353.24
"42015986",c,3233,13665.62
"41293796",c,3234,8130.35
"32093545",c,3235,12933.42
"37126546",c,3237,4287.64
"27118814",c,3238,7273.24
"37124411",c,3239,7122.18
"36914044",c,3240,4970.21
"20051661",c,3242,9558.98
"12145268",c,3243,33621.49
"24146378",c,3244,10365.49
"55580019",c,3245,8543.04
"59230449",c,3246,7438.58
"36384977",c,3247,4934.80
"75870003",c,3248,6753.18
"66723513",c,3249,17604.54
"19538210",c,3250,8419.35
"29631705",c,3251,17908.27
"11088215",c,3252,7580.97
"39033429",c,3253,22718.88
"25617626",c,3254,28142.24
"25204038",c,3255,25623.63
"65575750",c,3256,6885.59
"61691014",c,3258,25988.96
"82819170",c,3259,6869.90
"97059927",c,3260,6705.20
"11273548",c,3261,25927.17
"45698368",c,3262,9205.22
"99098311",c,3263,31078.64
"82353296",c,3264,7604.41
"21249492",c,3266,14228.82
"96028763",c,3267,11211.86
"44031589",c,3268,7002.31
"81683587",c,3269,27223.98
"30408438",c,3270,8055.50
"23053760",c,3271,8313.33
"74349405",c,3272,13176.73
"66278602",c,3273,24061.00
"96256319",c,3274,36916.15
"65198949",c,3275,18390.88
"79423606",c,3276,15293.82
"11977200",c,3277,21049.80
"57892351",c,3278,10264.77
"30638356",c,3279,7063.06
"41726120",c,4234,7511.85
"33765968",c,3280,15369.62
"18462620",c,3281,5989.00
"23418150",c,3282,7847.11
"65269856",c,3283,10395.64
"36880798",c,3284,32453.71
"71888001",c,3285,5444.67
"18692429",c,3286,33936.18
"17844535",c,3287,3733.34
"36338051",c,3288,15511.75
"81809881",c,3289,6197.17
"26255851",c,3290,17441.48
"94147576",c,3291,19224.46
"70840525",c,3292,6543.35
"84842094",c,3293,7231.94
"73080842",c,3294,7577.12
"30158038",c,3296,7080.56
"57838544",c,3297,19065.52
"31801902",c,3299,4845.96
"83192888",c,3300,16669.81
"74608784",c,3301,33980.14
"80371171",c,3302,7882.83
"66594705",c,3303,8178.42
"80357817",c,3304,6672.01
"53647371",c,3305,30789.25
"27979392",c,3308,11529.74
"56802467",c,3309,33036.68
"94028809",c,3310,34252.34
"83483626",c,3311,15262.13
"41808444",c,3312,28758.69
"98933494",c,3313,5710.54
"90148184",c,3314,29978.59
"18251034",c,3315,25171.31
"79167981",c,3316,33882.06
"96485106",c,3317,10078.82
"98981919",c,3318,31288.01
"16308912",c,3319,29266.85
"17289203",c,3320,33779.23
"60290422",c,3321,10204.33
"75370092",c,3322,31794.38
"36676701",c,3323,7026.07
"47181387",c,3324,10438.06
"97147576",c,3325,7038.84
"45324140",c,3326,8536.82
"79173986",c,3328,9008.94
"95442672",c,3330,15939.29
"34475634",c,3331,19666.71
"33247151",c,3332,8006.77
"75658447",c,3333,5309.53
"51719681",c,3334,14007.83
"81508523",c,3335,23399.29
"10920546",c,3336,21052.65
"48859656",c,3337,6408.88
"17682201",c,3339,11261.22
"14519966",c,3340,18419.62
"71252667",c,3342,11220.59
"12468798",c,3343,7408.16
"56157948",c,3344,5321.19
"55047491",c,3345,4979.97
"39678440",c,3346,15799.87
"71094764",c,3347,10609.44
"40047150",c,3348,28580.36
"37790765",c,3349,17933.85
"71298386",c,3350,38881.88
"34080832",c,3351,10295.84
"19743727",c,3353,25219.57
"62504551",c,3354,8358.60
"69303576",c,3355,22408.65
"91169493",c,3356,6207.15
"71850441",c,3357,7676.30
"37077514",c,3358,37877.03
"13811096",c,3359,7406.55
"34666251",c,4235,10553.73
"29471687",c,3360,6851.67
"81791440",c,3361,2277.41
"97462112",c,3362,22432.63
"93252784",c,3363,24730.62
"47601557",c,3365,13653.32
"57743765",c,3366,25634.24
"30011885",c,3367,13879.43
"38846166",c,3368,7194.89
"19042010",c,3369,10120.28
"96898399",c,3370,19217.65
"92467620",c,3371,34330.63
"93194274",c,3372,30706.93
"97913617",c,3373,7200.91
"59052393",c,3374,6688.67
"32513063",c,3375,22871.51
"88409371",c,3376,6491.45
"31715024",c,3377,28632.67
"86876804",c,3378,15128.90
"95254523",c,3379,17467.03
"36707773",c,3380,7938.28
"48532955",c,3381,27115.77
"96434407",c,3382,23762.28
"90546149",c,3383,5893.78
"47504243",c,3384,5628.55
"60239481",c,3385,4419.41
"69258314",c,3388,5418.52
"91255258",c,3389,22220.84
"30579710",c,3390,33960.70
"79455867",c,3391,32443.96
"86450731",c,3392,37017.60
"83308719",c,3393,24674.26
"44009262",c,3394,10497.70
"60450565",c,3395,17851.96
"84799798",c,3396,37609.63
"76943758",c,3397,22061.20
"72993674",c,3398,7218.62
"98999673",c,3399,11628.32
"74179908",c,3400,6449.17
"84036659",c,3401,26735.13
"89282432",c,3402,6978.97
"50663432",c,3404,36385.85
"76786940",c,3405,8606.47
"27858536",c,3406,8463.80
"15316300",c,3407,9314.91
"94453265",c,3408,4313.81
"25279656",c,3409,38023.58
"94454358",c,3410,7751.14
"59572620",c,3411,5454.47
"73691084",c,3413,21894.87
"58433084",c,3414,30368.10
"97606552",c,3416,23981.30
"85751873",c,3417,31352.78
"86328550",c,3418,39285.61
"73232035",c,3420,28732.24
"36398562",c,3421,11134.16
"49399297",c,3422,7953.81
"76053739",c,3423,9424.73
"56519489",c,3424,31565.28
"25358791",c,3425,7259.59
"69299938",c,3426,2899.26
"60150401",c,3427,7871.91
"28564838",c,3428,14477.78
"28036915",c,3429,5737.65
"51152505",c,3430,21627.52
"97864886",c,3431,20141.91
"89612674",c,3432,9700.91
"64392828",c,3434,7816.38
"19494488",c,3435,5785.28
"32133498",c,3436,33988.40
"55575244",c,3437,9714.75
"32789792",c,3438,17119.20
"95339415",c,4236,5846.95
"65315539",c,4237,15539.01
"90380799",c,3439,6984.36
"57886137",c,3440,25321.69
"97108763",c,3441,7622.40
"14323057",c,3442,26122.77
"73368734",c,3443,40158.92
"61514965",c,3444,5228.96
"49219443",c,3445,16637.29
"45763193",c,3446,31407.53
"49176154",c,3447,33972.90
"38946399",c,3448,36278.23
"63211050",c,3449,34843.52
"87592074",c,3450,5903.56
"18308042",c,3451,34682.72
"38376498",c,3452,5123.89
"36649633",c,3453,6039.17
"44502894",c,3454,6660.84
"37296915",c,3455,35397.77
"51918197",c,3456,9163.06
"42247738",c,3457,5255.25
"97089981",c,3458,6708.00
"82981152",c,3459,19261.38
"87437888",c,3460,26957.80
"45178676",c,3461,28923.41
"13785290",c,3462,23680.17
"31231188",c,3463,4634.95
"37781699",c,3464,18555.35
"27493214",c,3465,7052.44
"56002866",c,3466,16724.30
"10343282",c,3467,16808.96
"68449729",c,3469,8811.40
"75390788",c,3470,8999.23
"65886576",c,3471,7376.28
"77764968",c,3472,17041.35
"27203620",c,3473,18859.96
"23414051",c,3474,7183.46
"41304859",c,3475,21074.37
"88045892",c,3476,6282.77
"41623453",c,3477,11700.91
"33465359",c,3478,4451.38
"96169744",c,3479,7175.45
"85203626",c,3480,7711.47
"65820902",c,3481,6589.03
"97755770",c,3482,13882.44
"41975143",c,3483,10430.07
"58393165",c,3484,29091.59
"20887310",c,3485,7458.09
"37732696",c,3486,5179.99
"72322308",c,3487,28040.85
"13946037",c,3488,10734.04
"53291820",c,3489,6732.88
"71032249",c,3490,9272.83
"89326507",c,3491,30667.15
"73178805",c,3492,7412.48
"69146857",c,3493,15517.39
"74420965",c,3494,37460.71
"82978927",c,3495,24924.76
"67245202",c,3496,6777.53
"68598921",c,3497,37523.99
"40711369",c,3498,20510.98
"37634958",c,3499,7771.48
"25427635",c,3500,8839.50
"78350918",c,3501,19285.84
"78892331",c,3502,6610.20
"15105013",c,3503,36365.69
"77905818",c,3504,36759.52
"44375605",c,3505,32987.61
"15908065",c,3506,35277.17
"85969562",c,3507,7079.76
"45143679",c,3508,39368.17
"52486755",c,3509,37580.70
"20096462",c,3515,13367.94
"44272155",c,3516,15196.43
"70333827",c,3517,28754.50
"71945743",c,3518,11181.14
"68935962",c,3520,16511.08
"18303678",c,3521,5381.42
"14448969",c,3522,27017.48
"85885332",c,3523,10317.87
"31549262",c,3524,33852.64
"96228133",c,3525,22501.85
"40078633",c,3526,24496.61
"21493763",c,3527,9583.25
"47272238",c,3528,37760.11
"66904018",c,3529,31131.48
"85806928",c,3530,5191.45
"74217124",c,3531,11275.91
"72816334",c,3532,6592.68
"46561149",c,3534,10029.33
"23997247",c,3535,23212.80
"59028573",c,3536,15528.42
"23570799",c,3537,9196.07
"36090710",c,3539,6898.92
"63813223",c,3540,34029.73
"46934267",c,3543,7168.39
"74107936",c,3544,38228.40
"22002316",c,3546,7402.18
"97806870",c,3547,10011.08
"46776774",c,3548,32890.62
"38195724",c,3549,9523.05
"79482579",c,3550,38155.98
"31303385",c,3551,26694.53
"84799139",c,3552,32135.36
"27542871",c,3553,5428.49
"16770288",c,3554,18906.30
"81885730",c,3555,7275.37
"18995207",c,3556,12483.59
"67518624",c,3557,6574.51
"17677187",c,3558,5835.52
"63145129",c,3559,18388.61
"79938939",c,3560,25208.96
"98373846",c,3561,18774.80
"40329020",c,3562,6563.07
"11040800",c,3563,6695.32
"22256171",c,3564,14269.44
"32031200",c,3565,19467.57
"22061452",c,3566,37261.80
"99577614",c,3567,8471.76
"51747671",c,3568,5845.53
"13710254",c,3569,8338.51
"13901126",c,3570,24572.70
"58266953",c,3571,4623.25
"59965561",c,3572,30051.20
"53065394",c,3573,5110.73
"57061018",c,3575,4930.11
"66773857",c,3576,21672.49
"49183026",c,3578,22218.21
"51442242",c,3579,4111.11
"33988046",c,3580,6511.30
"69547428",c,3581,6653.64
"13604358",c,3582,9366.28
"71562006",c,3583,9452.90
"75409766",c,3584,7192.88
"21119013",c,3585,10183.19
"49104853",c,3586,13047.38
"35270471",c,3587,7764.23
"58102326",c,3588,26887.92
"13780615",c,3589,6874.99
"42906844",c,3590,34357.58
"56155868",c,3591,5807.47
"34605274",c,3598,7904.60
"85386195",c,3599,22102.61
"32587715",c,3600,8508.79
"83993182",c,3601,5737.42
"11722328",c,3602,6744.44
"53555493",c,3603,13333.05
"97693872",c,3604,6355.44
"58065127",c,3605,23013.12
"82943800",c,3606,29865.11
"97157555",c,3607,5888.64
"11400856",c,3609,6058.26
"68475927",c,3610,8148.38
"28570074",c,3611,33070.48
"67030544",c,3612,8632.11
"80998135",c,3613,29333.82
"75720377",c,3615,7385.18
"15905546",c,3616,12123.83
"56787907",c,3617,10921.04
"39603994",c,3618,23493.83
"77878209",c,3619,35196.59
"10499103",c,3620,8889.69
"31897462",c,3621,3215.55
"69628556",c,3622,31256.33
"68608670",c,3623,9356.84
"84733033",c,3624,4105.91
